,date,time,action,protocol,src-ip,dist-ip,size,tcpflags,tcpsyn,tcpack,tcpwin,icmptype,icmpcode,path
6633,2021-02-11,14:47:50,ALLOW,UDP,127.0.0.1,127.0.0.1,61832,9999,0,-,-,-,-,SEND
6634,2021-02-11,14:47:51,ALLOW,TCP,127.0.0.1,127.0.0.1,51605,9770,0,-,0,0,0,SEND
6635,2021-02-11,14:47:51,ALLOW,TCP,127.0.0.1,127.0.0.1,51605,9770,0,-,0,0,0,RECEIVE
6636,2021-02-11,14:47:52,ALLOW,TCP,127.0.0.1,127.0.0.1,51608,9770,0,-,0,0,0,SEND
6637,2021-02-11,14:47:52,ALLOW,TCP,127.0.0.1,127.0.0.1,51608,9770,0,-,0,0,0,RECEIVE
6638,2021-02-11,14:47:53,ALLOW,TCP,127.0.0.1,127.0.0.1,51609,9770,0,-,0,0,0,SEND
6639,2021-02-11,14:47:53,ALLOW,TCP,127.0.0.1,127.0.0.1,51609,9770,0,-,0,0,0,RECEIVE
6640,2021-02-11,14:47:54,ALLOW,TCP,127.0.0.1,127.0.0.1,51610,9770,0,-,0,0,0,SEND
6641,2021-02-11,14:47:54,ALLOW,TCP,127.0.0.1,127.0.0.1,51610,9770,0,-,0,0,0,RECEIVE
6642,2021-02-11,14:47:55,ALLOW,TCP,127.0.0.1,127.0.0.1,51611,9770,0,-,0,0,0,SEND
6643,2021-02-11,14:47:55,ALLOW,TCP,127.0.0.1,127.0.0.1,51611,9770,0,-,0,0,0,RECEIVE
6644,2021-02-11,14:47:56,ALLOW,TCP,127.0.0.1,127.0.0.1,51612,9770,0,-,0,0,0,SEND
6645,2021-02-11,14:47:56,ALLOW,TCP,127.0.0.1,127.0.0.1,51612,9770,0,-,0,0,0,RECEIVE
6646,2021-02-11,14:47:57,ALLOW,TCP,127.0.0.1,127.0.0.1,51613,9770,0,-,0,0,0,SEND
6647,2021-02-11,14:47:57,ALLOW,TCP,127.0.0.1,127.0.0.1,51613,9770,0,-,0,0,0,RECEIVE
6648,2021-02-11,14:47:58,ALLOW,TCP,127.0.0.1,127.0.0.1,51615,9770,0,-,0,0,0,SEND
6649,2021-02-11,14:47:58,ALLOW,TCP,127.0.0.1,127.0.0.1,51615,9770,0,-,0,0,0,RECEIVE
6650,2021-02-11,14:47:59,ALLOW,TCP,127.0.0.1,127.0.0.1,51617,9770,0,-,0,0,0,SEND
6651,2021-02-11,14:47:59,ALLOW,TCP,127.0.0.1,127.0.0.1,51617,9770,0,-,0,0,0,RECEIVE
6652,2021-02-11,14:48:00,ALLOW,TCP,127.0.0.1,127.0.0.1,51618,9770,0,-,0,0,0,SEND
6653,2021-02-11,14:48:00,ALLOW,TCP,127.0.0.1,127.0.0.1,51618,9770,0,-,0,0,0,RECEIVE
6654,2021-02-11,14:48:01,ALLOW,TCP,127.0.0.1,127.0.0.1,51619,9770,0,-,0,0,0,SEND
6655,2021-02-11,14:48:01,ALLOW,TCP,127.0.0.1,127.0.0.1,51619,9770,0,-,0,0,0,RECEIVE
6656,2021-02-11,14:48:02,ALLOW,TCP,127.0.0.1,127.0.0.1,51620,9770,0,-,0,0,0,SEND
6657,2021-02-11,14:48:02,ALLOW,TCP,127.0.0.1,127.0.0.1,51620,9770,0,-,0,0,0,RECEIVE
6658,2021-02-11,14:48:03,ALLOW,TCP,127.0.0.1,127.0.0.1,51621,9770,0,-,0,0,0,SEND
6659,2021-02-11,14:48:03,ALLOW,TCP,127.0.0.1,127.0.0.1,51621,9770,0,-,0,0,0,RECEIVE
6660,2021-02-11,14:48:03,ALLOW,UDP,192.168.1.166,192.168.1.1,63511,53,0,-,-,-,-,SEND
6661,2021-02-11,14:48:03,ALLOW,TCP,192.168.1.166,52.139.172.218,51622,443,0,-,0,0,0,SEND
6662,2021-02-11,14:48:04,ALLOW,TCP,127.0.0.1,127.0.0.1,51624,9770,0,-,0,0,0,SEND
6663,2021-02-11,14:48:04,ALLOW,TCP,127.0.0.1,127.0.0.1,51624,9770,0,-,0,0,0,RECEIVE
6664,2021-02-11,14:48:05,ALLOW,TCP,127.0.0.1,127.0.0.1,51626,9770,0,-,0,0,0,SEND
6665,2021-02-11,14:48:05,ALLOW,TCP,127.0.0.1,127.0.0.1,51626,9770,0,-,0,0,0,RECEIVE
6666,2021-02-11,14:48:06,ALLOW,TCP,127.0.0.1,127.0.0.1,51627,9770,0,-,0,0,0,SEND
6667,2021-02-11,14:48:06,ALLOW,TCP,127.0.0.1,127.0.0.1,51627,9770,0,-,0,0,0,RECEIVE
6668,2021-02-11,14:48:07,ALLOW,TCP,127.0.0.1,127.0.0.1,51628,9770,0,-,0,0,0,SEND
6669,2021-02-11,14:48:07,ALLOW,TCP,127.0.0.1,127.0.0.1,51628,9770,0,-,0,0,0,RECEIVE
6670,2021-02-11,14:48:08,ALLOW,TCP,127.0.0.1,127.0.0.1,51629,9770,0,-,0,0,0,SEND
6671,2021-02-11,14:48:08,ALLOW,TCP,127.0.0.1,127.0.0.1,51629,9770,0,-,0,0,0,RECEIVE
6672,2021-02-11,14:48:09,ALLOW,TCP,127.0.0.1,127.0.0.1,51631,9770,0,-,0,0,0,SEND
6673,2021-02-11,14:48:09,ALLOW,TCP,127.0.0.1,127.0.0.1,51631,9770,0,-,0,0,0,RECEIVE
6674,2021-02-11,14:48:10,ALLOW,TCP,127.0.0.1,127.0.0.1,51633,9770,0,-,0,0,0,SEND
6675,2021-02-11,14:48:10,ALLOW,TCP,127.0.0.1,127.0.0.1,51633,9770,0,-,0,0,0,RECEIVE
6676,2021-02-11,14:48:11,ALLOW,TCP,127.0.0.1,127.0.0.1,51634,9770,0,-,0,0,0,SEND
6677,2021-02-11,14:48:11,ALLOW,TCP,127.0.0.1,127.0.0.1,51634,9770,0,-,0,0,0,RECEIVE
6678,2021-02-11,14:48:12,ALLOW,TCP,127.0.0.1,127.0.0.1,51635,9770,0,-,0,0,0,SEND
6679,2021-02-11,14:48:12,ALLOW,TCP,127.0.0.1,127.0.0.1,51635,9770,0,-,0,0,0,RECEIVE
6680,2021-02-11,14:48:13,ALLOW,TCP,127.0.0.1,127.0.0.1,51636,9770,0,-,0,0,0,SEND
6681,2021-02-11,14:48:13,ALLOW,TCP,127.0.0.1,127.0.0.1,51636,9770,0,-,0,0,0,RECEIVE
6682,2021-02-11,14:48:14,ALLOW,TCP,127.0.0.1,127.0.0.1,51637,9770,0,-,0,0,0,SEND
6683,2021-02-11,14:48:14,ALLOW,TCP,127.0.0.1,127.0.0.1,51637,9770,0,-,0,0,0,RECEIVE
6684,2021-02-11,14:48:15,ALLOW,TCP,127.0.0.1,127.0.0.1,51638,9770,0,-,0,0,0,SEND
6685,2021-02-11,14:48:15,ALLOW,TCP,127.0.0.1,127.0.0.1,51638,9770,0,-,0,0,0,RECEIVE
6686,2021-02-11,14:48:16,ALLOW,TCP,127.0.0.1,127.0.0.1,51640,9770,0,-,0,0,0,SEND
6687,2021-02-11,14:48:16,ALLOW,TCP,127.0.0.1,127.0.0.1,51640,9770,0,-,0,0,0,RECEIVE
6688,2021-02-11,14:48:17,ALLOW,TCP,127.0.0.1,127.0.0.1,51642,9770,0,-,0,0,0,SEND
6689,2021-02-11,14:48:17,ALLOW,TCP,127.0.0.1,127.0.0.1,51642,9770,0,-,0,0,0,RECEIVE
6690,2021-02-11,14:48:17,ALLOW,UDP,192.168.1.148,224.0.0.251,5353,5353,0,-,-,-,-,RECEIVE
6691,2021-02-11,14:48:17,ALLOW,UDP,192.168.1.148,224.0.0.251,5353,5353,0,-,-,-,-,RECEIVE
6692,2021-02-11,14:48:17,ALLOW,UDP,192.168.1.148,224.0.0.251,5353,5353,0,-,-,-,-,RECEIVE
6693,2021-02-11,14:48:18,ALLOW,TCP,127.0.0.1,127.0.0.1,51643,9770,0,-,0,0,0,SEND
6694,2021-02-11,14:48:18,ALLOW,TCP,127.0.0.1,127.0.0.1,51643,9770,0,-,0,0,0,RECEIVE
6695,2021-02-11,14:48:19,ALLOW,TCP,127.0.0.1,127.0.0.1,51644,9770,0,-,0,0,0,SEND
6696,2021-02-11,14:48:19,ALLOW,TCP,127.0.0.1,127.0.0.1,51644,9770,0,-,0,0,0,RECEIVE
6697,2021-02-11,14:48:20,ALLOW,TCP,127.0.0.1,127.0.0.1,51645,9770,0,-,0,0,0,SEND
6698,2021-02-11,14:48:20,ALLOW,TCP,127.0.0.1,127.0.0.1,51645,9770,0,-,0,0,0,RECEIVE
6699,2021-02-11,14:48:21,ALLOW,TCP,127.0.0.1,127.0.0.1,51646,9770,0,-,0,0,0,SEND
6700,2021-02-11,14:48:21,ALLOW,TCP,127.0.0.1,127.0.0.1,51646,9770,0,-,0,0,0,RECEIVE
6701,2021-02-11,14:48:22,ALLOW,TCP,127.0.0.1,127.0.0.1,51647,9770,0,-,0,0,0,SEND
6702,2021-02-11,14:48:22,ALLOW,TCP,127.0.0.1,127.0.0.1,51647,9770,0,-,0,0,0,RECEIVE
6703,2021-02-11,14:48:23,ALLOW,TCP,127.0.0.1,127.0.0.1,51650,9770,0,-,0,0,0,SEND
6704,2021-02-11,14:48:23,ALLOW,TCP,127.0.0.1,127.0.0.1,51650,9770,0,-,0,0,0,RECEIVE
6705,2021-02-11,14:48:24,ALLOW,TCP,127.0.0.1,127.0.0.1,51651,9770,0,-,0,0,0,SEND
6706,2021-02-11,14:48:24,ALLOW,TCP,127.0.0.1,127.0.0.1,51651,9770,0,-,0,0,0,RECEIVE
6707,2021-02-11,14:48:25,ALLOW,TCP,127.0.0.1,127.0.0.1,51652,9770,0,-,0,0,0,SEND
6708,2021-02-11,14:48:25,ALLOW,TCP,127.0.0.1,127.0.0.1,51652,9770,0,-,0,0,0,RECEIVE
6709,2021-02-11,14:48:26,ALLOW,TCP,127.0.0.1,127.0.0.1,51653,9770,0,-,0,0,0,SEND
6710,2021-02-11,14:48:26,ALLOW,TCP,127.0.0.1,127.0.0.1,51653,9770,0,-,0,0,0,RECEIVE
6711,2021-02-11,14:48:27,ALLOW,TCP,127.0.0.1,127.0.0.1,51654,9770,0,-,0,0,0,SEND
6712,2021-02-11,14:48:27,ALLOW,TCP,127.0.0.1,127.0.0.1,51654,9770,0,-,0,0,0,RECEIVE
6713,2021-02-11,14:48:28,ALLOW,TCP,127.0.0.1,127.0.0.1,51657,9770,0,-,0,0,0,SEND
6714,2021-02-11,14:48:28,ALLOW,TCP,127.0.0.1,127.0.0.1,51657,9770,0,-,0,0,0,RECEIVE
6715,2021-02-11,14:48:29,ALLOW,TCP,127.0.0.1,127.0.0.1,51658,9770,0,-,0,0,0,SEND
6716,2021-02-11,14:48:29,ALLOW,TCP,127.0.0.1,127.0.0.1,51658,9770,0,-,0,0,0,RECEIVE
6717,2021-02-11,14:48:30,ALLOW,TCP,127.0.0.1,127.0.0.1,51659,9770,0,-,0,0,0,SEND
6718,2021-02-11,14:48:30,ALLOW,TCP,127.0.0.1,127.0.0.1,51659,9770,0,-,0,0,0,RECEIVE
6719,2021-02-11,14:48:31,ALLOW,TCP,127.0.0.1,127.0.0.1,51660,9770,0,-,0,0,0,SEND
6720,2021-02-11,14:48:31,ALLOW,TCP,127.0.0.1,127.0.0.1,51660,9770,0,-,0,0,0,RECEIVE
6721,2021-02-11,14:48:32,ALLOW,TCP,127.0.0.1,127.0.0.1,51661,9770,0,-,0,0,0,SEND
6722,2021-02-11,14:48:32,ALLOW,TCP,127.0.0.1,127.0.0.1,51661,9770,0,-,0,0,0,RECEIVE
6723,2021-02-11,14:48:32,ALLOW,UDP,192.168.1.166,192.168.1.1,53499,53,0,-,-,-,-,SEND
6724,2021-02-11,14:48:32,ALLOW,TCP,192.168.1.166,13.227.178.29,51662,443,0,-,0,0,0,SEND
6725,2021-02-11,14:48:33,ALLOW,TCP,127.0.0.1,127.0.0.1,51663,9770,0,-,0,0,0,SEND
6726,2021-02-11,14:48:33,ALLOW,TCP,127.0.0.1,127.0.0.1,51663,9770,0,-,0,0,0,RECEIVE
6727,2021-02-11,14:48:34,ALLOW,TCP,127.0.0.1,127.0.0.1,51666,9770,0,-,0,0,0,SEND
6728,2021-02-11,14:48:34,ALLOW,TCP,127.0.0.1,127.0.0.1,51666,9770,0,-,0,0,0,RECEIVE
6729,2021-02-11,14:48:35,ALLOW,TCP,127.0.0.1,127.0.0.1,51667,9770,0,-,0,0,0,SEND
6730,2021-02-11,14:48:35,ALLOW,TCP,127.0.0.1,127.0.0.1,51667,9770,0,-,0,0,0,RECEIVE
6731,2021-02-11,14:48:36,ALLOW,TCP,127.0.0.1,127.0.0.1,51668,9770,0,-,0,0,0,SEND
6732,2021-02-11,14:48:36,ALLOW,TCP,127.0.0.1,127.0.0.1,51668,9770,0,-,0,0,0,RECEIVE
6733,2021-02-11,14:48:37,ALLOW,TCP,127.0.0.1,127.0.0.1,51669,9770,0,-,0,0,0,SEND
6734,2021-02-11,14:48:37,ALLOW,TCP,127.0.0.1,127.0.0.1,51669,9770,0,-,0,0,0,RECEIVE
6735,2021-02-11,14:48:38,ALLOW,TCP,127.0.0.1,127.0.0.1,51670,9770,0,-,0,0,0,SEND
6736,2021-02-11,14:48:38,ALLOW,TCP,127.0.0.1,127.0.0.1,51670,9770,0,-,0,0,0,RECEIVE
6737,2021-02-11,14:48:39,ALLOW,TCP,127.0.0.1,127.0.0.1,51671,9770,0,-,0,0,0,SEND
6738,2021-02-11,14:48:39,ALLOW,TCP,127.0.0.1,127.0.0.1,51671,9770,0,-,0,0,0,RECEIVE
6739,2021-02-11,14:48:40,ALLOW,TCP,127.0.0.1,127.0.0.1,51674,9770,0,-,0,0,0,SEND
6740,2021-02-11,14:48:40,ALLOW,TCP,127.0.0.1,127.0.0.1,51674,9770,0,-,0,0,0,RECEIVE
6741,2021-02-11,14:48:41,ALLOW,TCP,127.0.0.1,127.0.0.1,51675,9770,0,-,0,0,0,SEND
6742,2021-02-11,14:48:41,ALLOW,TCP,127.0.0.1,127.0.0.1,51675,9770,0,-,0,0,0,RECEIVE
6743,2021-02-11,14:48:42,ALLOW,TCP,127.0.0.1,127.0.0.1,51676,9770,0,-,0,0,0,SEND
6744,2021-02-11,14:48:42,ALLOW,TCP,127.0.0.1,127.0.0.1,51676,9770,0,-,0,0,0,RECEIVE
6745,2021-02-11,14:48:43,ALLOW,TCP,127.0.0.1,127.0.0.1,51677,9770,0,-,0,0,0,SEND
6746,2021-02-11,14:48:43,ALLOW,TCP,127.0.0.1,127.0.0.1,51677,9770,0,-,0,0,0,RECEIVE
6747,2021-02-11,14:48:44,ALLOW,TCP,127.0.0.1,127.0.0.1,51678,9770,0,-,0,0,0,SEND
6748,2021-02-11,14:48:44,ALLOW,TCP,127.0.0.1,127.0.0.1,51678,9770,0,-,0,0,0,RECEIVE
6749,2021-02-11,14:48:45,ALLOW,TCP,127.0.0.1,127.0.0.1,51679,9770,0,-,0,0,0,SEND
6750,2021-02-11,14:48:45,ALLOW,TCP,127.0.0.1,127.0.0.1,51679,9770,0,-,0,0,0,RECEIVE
6751,2021-02-11,14:48:46,ALLOW,TCP,127.0.0.1,127.0.0.1,51681,9770,0,-,0,0,0,SEND
6752,2021-02-11,14:48:46,ALLOW,TCP,127.0.0.1,127.0.0.1,51681,9770,0,-,0,0,0,RECEIVE
6753,2021-02-11,14:48:47,ALLOW,TCP,127.0.0.1,127.0.0.1,51683,9770,0,-,0,0,0,SEND
6754,2021-02-11,14:48:47,ALLOW,TCP,127.0.0.1,127.0.0.1,51683,9770,0,-,0,0,0,RECEIVE
6755,2021-02-11,14:48:48,ALLOW,TCP,127.0.0.1,127.0.0.1,51684,9770,0,-,0,0,0,SEND
6756,2021-02-11,14:48:48,ALLOW,TCP,127.0.0.1,127.0.0.1,51684,9770,0,-,0,0,0,RECEIVE
6757,2021-02-11,14:48:49,ALLOW,TCP,127.0.0.1,127.0.0.1,51685,9770,0,-,0,0,0,SEND
6758,2021-02-11,14:48:49,ALLOW,TCP,127.0.0.1,127.0.0.1,51685,9770,0,-,0,0,0,RECEIVE
6759,2021-02-11,14:48:50,ALLOW,TCP,127.0.0.1,127.0.0.1,51686,9770,0,-,0,0,0,SEND
6760,2021-02-11,14:48:50,ALLOW,TCP,127.0.0.1,127.0.0.1,51686,9770,0,-,0,0,0,RECEIVE
6761,2021-02-11,14:48:51,ALLOW,TCP,127.0.0.1,127.0.0.1,51687,9770,0,-,0,0,0,SEND
6762,2021-02-11,14:48:51,ALLOW,TCP,127.0.0.1,127.0.0.1,51687,9770,0,-,0,0,0,RECEIVE
6763,2021-02-11,14:48:52,ALLOW,TCP,127.0.0.1,127.0.0.1,51689,9770,0,-,0,0,0,SEND
6764,2021-02-11,14:48:52,ALLOW,TCP,127.0.0.1,127.0.0.1,51689,9770,0,-,0,0,0,RECEIVE
6765,2021-02-11,14:48:53,ALLOW,TCP,127.0.0.1,127.0.0.1,51691,9770,0,-,0,0,0,SEND
6766,2021-02-11,14:48:53,ALLOW,TCP,127.0.0.1,127.0.0.1,51691,9770,0,-,0,0,0,RECEIVE
6767,2021-02-11,14:48:54,ALLOW,TCP,127.0.0.1,127.0.0.1,51692,9770,0,-,0,0,0,SEND
6768,2021-02-11,14:48:54,ALLOW,TCP,127.0.0.1,127.0.0.1,51692,9770,0,-,0,0,0,RECEIVE
6769,2021-02-11,14:48:55,ALLOW,TCP,127.0.0.1,127.0.0.1,51693,9770,0,-,0,0,0,SEND
6770,2021-02-11,14:48:55,ALLOW,TCP,127.0.0.1,127.0.0.1,51693,9770,0,-,0,0,0,RECEIVE
6771,2021-02-11,14:48:56,ALLOW,TCP,127.0.0.1,127.0.0.1,51696,9770,0,-,0,0,0,SEND
6772,2021-02-11,14:48:56,ALLOW,TCP,127.0.0.1,127.0.0.1,51696,9770,0,-,0,0,0,RECEIVE
6773,2021-02-11,14:48:57,ALLOW,TCP,127.0.0.1,127.0.0.1,51697,9770,0,-,0,0,0,SEND
6774,2021-02-11,14:48:57,ALLOW,TCP,127.0.0.1,127.0.0.1,51697,9770,0,-,0,0,0,RECEIVE
6775,2021-02-11,14:48:58,ALLOW,TCP,127.0.0.1,127.0.0.1,51698,9770,0,-,0,0,0,SEND
6776,2021-02-11,14:48:58,ALLOW,TCP,127.0.0.1,127.0.0.1,51698,9770,0,-,0,0,0,RECEIVE
6777,2021-02-11,14:48:59,ALLOW,TCP,127.0.0.1,127.0.0.1,51699,9770,0,-,0,0,0,SEND
6778,2021-02-11,14:48:59,ALLOW,TCP,127.0.0.1,127.0.0.1,51699,9770,0,-,0,0,0,RECEIVE
6779,2021-02-11,14:49:00,ALLOW,TCP,127.0.0.1,127.0.0.1,51702,9770,0,-,0,0,0,SEND
6780,2021-02-11,14:49:00,ALLOW,TCP,127.0.0.1,127.0.0.1,51702,9770,0,-,0,0,0,RECEIVE
6781,2021-02-11,14:49:01,ALLOW,TCP,127.0.0.1,127.0.0.1,51703,9770,0,-,0,0,0,SEND
6782,2021-02-11,14:49:01,ALLOW,TCP,127.0.0.1,127.0.0.1,51703,9770,0,-,0,0,0,RECEIVE
6783,2021-02-11,14:49:02,ALLOW,TCP,127.0.0.1,127.0.0.1,51704,9770,0,-,0,0,0,SEND
6784,2021-02-11,14:49:02,ALLOW,TCP,127.0.0.1,127.0.0.1,51704,9770,0,-,0,0,0,RECEIVE
6785,2021-02-11,14:49:03,ALLOW,TCP,127.0.0.1,127.0.0.1,51705,9770,0,-,0,0,0,SEND
6786,2021-02-11,14:49:03,ALLOW,TCP,127.0.0.1,127.0.0.1,51705,9770,0,-,0,0,0,RECEIVE
6787,2021-02-11,14:49:04,ALLOW,TCP,127.0.0.1,127.0.0.1,51706,9770,0,-,0,0,0,SEND
6788,2021-02-11,14:49:04,ALLOW,TCP,127.0.0.1,127.0.0.1,51706,9770,0,-,0,0,0,RECEIVE
6789,2021-02-11,14:49:05,ALLOW,TCP,127.0.0.1,127.0.0.1,51709,9770,0,-,0,0,0,SEND
6790,2021-02-11,14:49:05,ALLOW,TCP,127.0.0.1,127.0.0.1,51709,9770,0,-,0,0,0,RECEIVE
6791,2021-02-11,14:49:06,ALLOW,TCP,127.0.0.1,127.0.0.1,51710,9770,0,-,0,0,0,SEND
6792,2021-02-11,14:49:06,ALLOW,TCP,127.0.0.1,127.0.0.1,51710,9770,0,-,0,0,0,RECEIVE
6793,2021-02-11,14:49:07,ALLOW,TCP,127.0.0.1,127.0.0.1,51711,9770,0,-,0,0,0,SEND
6794,2021-02-11,14:49:07,ALLOW,TCP,127.0.0.1,127.0.0.1,51711,9770,0,-,0,0,0,RECEIVE
6795,2021-02-11,14:49:08,ALLOW,TCP,127.0.0.1,127.0.0.1,51712,9770,0,-,0,0,0,SEND
6796,2021-02-11,14:49:08,ALLOW,TCP,127.0.0.1,127.0.0.1,51712,9770,0,-,0,0,0,RECEIVE
6797,2021-02-11,14:49:09,ALLOW,TCP,127.0.0.1,127.0.0.1,51715,9770,0,-,0,0,0,SEND
6798,2021-02-11,14:49:09,ALLOW,TCP,127.0.0.1,127.0.0.1,51715,9770,0,-,0,0,0,RECEIVE
6799,2021-02-11,14:49:10,ALLOW,TCP,127.0.0.1,127.0.0.1,51716,9770,0,-,0,0,0,SEND
6800,2021-02-11,14:49:10,ALLOW,TCP,127.0.0.1,127.0.0.1,51716,9770,0,-,0,0,0,RECEIVE
6801,2021-02-11,14:49:11,ALLOW,TCP,127.0.0.1,127.0.0.1,51717,9770,0,-,0,0,0,SEND
6802,2021-02-11,14:49:11,ALLOW,TCP,127.0.0.1,127.0.0.1,51717,9770,0,-,0,0,0,RECEIVE
6803,2021-02-11,14:49:12,ALLOW,TCP,127.0.0.1,127.0.0.1,51718,9770,0,-,0,0,0,SEND
6804,2021-02-11,14:49:12,ALLOW,TCP,127.0.0.1,127.0.0.1,51718,9770,0,-,0,0,0,RECEIVE
6805,2021-02-11,14:49:13,ALLOW,TCP,127.0.0.1,127.0.0.1,51719,9770,0,-,0,0,0,SEND
6806,2021-02-11,14:49:13,ALLOW,TCP,127.0.0.1,127.0.0.1,51719,9770,0,-,0,0,0,RECEIVE
6807,2021-02-11,14:49:14,ALLOW,TCP,127.0.0.1,127.0.0.1,51721,9770,0,-,0,0,0,SEND
6808,2021-02-11,14:49:14,ALLOW,TCP,127.0.0.1,127.0.0.1,51721,9770,0,-,0,0,0,RECEIVE
6809,2021-02-11,14:49:15,ALLOW,TCP,127.0.0.1,127.0.0.1,51723,9770,0,-,0,0,0,SEND
6810,2021-02-11,14:49:15,ALLOW,TCP,127.0.0.1,127.0.0.1,51723,9770,0,-,0,0,0,RECEIVE
6811,2021-02-11,14:49:16,ALLOW,TCP,127.0.0.1,127.0.0.1,51724,9770,0,-,0,0,0,SEND
6812,2021-02-11,14:49:16,ALLOW,TCP,127.0.0.1,127.0.0.1,51724,9770,0,-,0,0,0,RECEIVE
6813,2021-02-11,14:49:17,ALLOW,TCP,127.0.0.1,127.0.0.1,51725,9770,0,-,0,0,0,SEND
6814,2021-02-11,14:49:17,ALLOW,TCP,127.0.0.1,127.0.0.1,51725,9770,0,-,0,0,0,RECEIVE
6815,2021-02-11,14:49:18,ALLOW,TCP,127.0.0.1,127.0.0.1,51726,9770,0,-,0,0,0,SEND
6816,2021-02-11,14:49:18,ALLOW,TCP,127.0.0.1,127.0.0.1,51726,9770,0,-,0,0,0,RECEIVE
6817,2021-02-11,14:49:19,ALLOW,TCP,127.0.0.1,127.0.0.1,51729,9770,0,-,0,0,0,SEND
6818,2021-02-11,14:49:19,ALLOW,TCP,127.0.0.1,127.0.0.1,51729,9770,0,-,0,0,0,RECEIVE
6819,2021-02-11,14:49:20,ALLOW,TCP,127.0.0.1,127.0.0.1,51730,9770,0,-,0,0,0,SEND
6820,2021-02-11,14:49:20,ALLOW,TCP,127.0.0.1,127.0.0.1,51730,9770,0,-,0,0,0,RECEIVE
6821,2021-02-11,14:49:21,ALLOW,TCP,127.0.0.1,127.0.0.1,51731,9770,0,-,0,0,0,SEND
6822,2021-02-11,14:49:21,ALLOW,TCP,127.0.0.1,127.0.0.1,51731,9770,0,-,0,0,0,RECEIVE
6823,2021-02-11,14:49:22,ALLOW,TCP,127.0.0.1,127.0.0.1,51732,9770,0,-,0,0,0,SEND
6824,2021-02-11,14:49:22,ALLOW,TCP,127.0.0.1,127.0.0.1,51732,9770,0,-,0,0,0,RECEIVE
6825,2021-02-11,14:49:23,ALLOW,TCP,127.0.0.1,127.0.0.1,51733,9770,0,-,0,0,0,SEND
6826,2021-02-11,14:49:23,ALLOW,TCP,127.0.0.1,127.0.0.1,51733,9770,0,-,0,0,0,RECEIVE
6827,2021-02-11,14:49:24,ALLOW,TCP,127.0.0.1,127.0.0.1,51735,9770,0,-,0,0,0,SEND
6828,2021-02-11,14:49:24,ALLOW,TCP,127.0.0.1,127.0.0.1,51735,9770,0,-,0,0,0,RECEIVE
6829,2021-02-11,14:49:25,ALLOW,TCP,127.0.0.1,127.0.0.1,51737,9770,0,-,0,0,0,SEND
6830,2021-02-11,14:49:25,ALLOW,TCP,127.0.0.1,127.0.0.1,51737,9770,0,-,0,0,0,RECEIVE
6831,2021-02-11,14:49:26,ALLOW,TCP,127.0.0.1,127.0.0.1,51738,9770,0,-,0,0,0,SEND
6832,2021-02-11,14:49:26,ALLOW,TCP,127.0.0.1,127.0.0.1,51738,9770,0,-,0,0,0,RECEIVE
6833,2021-02-11,14:49:27,ALLOW,TCP,127.0.0.1,127.0.0.1,51739,9770,0,-,0,0,0,SEND
6834,2021-02-11,14:49:27,ALLOW,TCP,127.0.0.1,127.0.0.1,51739,9770,0,-,0,0,0,RECEIVE
6835,2021-02-11,14:49:28,ALLOW,TCP,127.0.0.1,127.0.0.1,51740,9770,0,-,0,0,0,SEND
6836,2021-02-11,14:49:28,ALLOW,TCP,127.0.0.1,127.0.0.1,51740,9770,0,-,0,0,0,RECEIVE
6837,2021-02-11,14:49:29,ALLOW,TCP,127.0.0.1,127.0.0.1,51742,9770,0,-,0,0,0,SEND
6838,2021-02-11,14:49:29,ALLOW,TCP,127.0.0.1,127.0.0.1,51742,9770,0,-,0,0,0,RECEIVE
6839,2021-02-11,14:49:29,ALLOW,UDP,192.168.56.1,239.255.255.250,53513,1900,0,-,-,-,-,SEND
6840,2021-02-11,14:49:29,ALLOW,UDP,192.168.99.1,239.255.255.250,53514,1900,0,-,-,-,-,SEND
6841,2021-02-11,14:49:29,ALLOW,UDP,10.5.1.4,239.255.255.250,53515,1900,0,-,-,-,-,SEND
6842,2021-02-11,14:49:29,ALLOW,UDP,192.168.1.166,239.255.255.250,53516,1900,0,-,-,-,-,SEND
6843,2021-02-11,14:49:30,ALLOW,TCP,127.0.0.1,127.0.0.1,51744,9770,0,-,0,0,0,SEND
6844,2021-02-11,14:49:30,ALLOW,TCP,127.0.0.1,127.0.0.1,51744,9770,0,-,0,0,0,RECEIVE
6845,2021-02-11,14:49:31,ALLOW,TCP,127.0.0.1,127.0.0.1,51745,9770,0,-,0,0,0,SEND
6846,2021-02-11,14:49:31,ALLOW,TCP,127.0.0.1,127.0.0.1,51745,9770,0,-,0,0,0,RECEIVE
6847,2021-02-11,14:49:31,ALLOW,UDP,192.168.1.166,192.168.1.1,62517,53,0,-,-,-,-,SEND
6848,2021-02-11,14:49:31,ALLOW,TCP,192.168.1.166,23.221.52.173,51746,80,0,-,0,0,0,SEND
6849,2021-02-11,14:49:31,ALLOW,UDP,192.168.1.166,192.168.1.1,54315,53,0,-,-,-,-,SEND
6850,2021-02-11,14:49:31,ALLOW,TCP,192.168.1.166,23.217.53.54,51747,443,0,-,0,0,0,SEND
6851,2021-02-11,14:49:32,ALLOW,TCP,127.0.0.1,127.0.0.1,51748,9770,0,-,0,0,0,SEND
